candidate_id,age,education_level,university_tier,cgpa,internships,projects,programming_languages,certifications,experience_years,hackathons,research_papers,skills_score,hired,soft_skills_score,resume_length_words,company_type
73499,26,Bachelors,Tier 3,6.61,2,0,5,5,3.06,1,0,18.5,1,7.59,553,MNC
73501,31,Bachelors,Tier 3,8.43,1,3,3,0,0.63,1,0,13.0,1,7.72,527,MNC
73503,33,Masters,Tier 2,7.78,3,1,2,0,0.02,0,0,6.0,1,7.19,310,MNC
73504,24,Bachelors,Tier 1,7.29,1,2,5,1,0.83,0,0,15.5,1,9.63,475,Startup
73506,27,Masters,Tier 2,7.06,1,4,1,2,0.62,0,0,13.0,1,9.82,414,Startup
73507,22,Masters,Tier 2,7.24,1,5,2,0,2.52,0,0,14.0,1,8.07,455,MNC
73508,34,Bachelors,Tier 3,7.74,0,7,3,1,0.94,0,0,21.5,1,7.57,288,Startup
73510,27,Bachelors,Tier 2,7.86,1,5,3,3,2.69,1,0,21.5,1,3.08,307,Mid-size
73511,25,Masters,Tier 2,7.91,1,1,2,0,1.19,0,0,6.0,1,4.8,403,Startup
73512,23,Bachelors,Tier 2,6.71,2,4,3,0,0.2,1,0,15.0,1,4.51,422,MNC
73514,27,Masters,Tier 3,7.16,2,2,3,2,1.49,0,0,13.0,0,9.56,456,MNC
73515,23,Bachelors,Tier 1,7.52,2,4,4,1,2.37,0,0,17.5,0,3.92,540,Startup
73516,25,Masters,Tier 3,8.31,1,0,5,0,2.5,0,0,10.0,0,4.84,535,Startup
73518,23,Masters,Tier 2,8.63,1,1,1,2,2.99,1,0,8.0,1,7.37,620,Startup
73520,27,Bachelors,Tier 2,7.83,3,6,5,2,3.07,0,0,25.0,1,7.23,398,Mid-size
73521,29,Bachelors,Tier 1,8.13,1,2,5,1,1.99,0,0,15.5,1,8.24,379,Mid-size
73524,31,Masters,Tier 1,7.35,1,3,3,0,1.25,0,0,12.0,0,4.19,354,Mid-size
73526,24,Bachelors,Tier 1,7.46,0,3,5,2,0.29,0,0,19.0,0,8.83,251,MNC
73527,23,Bachelors,Tier 2,7.94,2,3,1,1,0.4,1,0,10.5,1,4.73,301,MNC
73528,33,Bachelors,Tier 3,6.57,1,4,5,0,0.47,0,0,18.0,1,8.26,521,Startup
73530,30,Bachelors,Tier 3,7.82,2,3,1,3,1.0,1,0,13.5,1,4.24,534,Mid-size
73531,32,Bachelors,Tier 1,8.57,2,2,3,3,0.34,0,0,14.5,1,5.82,420,MNC
73532,21,Masters,Tier 2,7.89,0,3,2,0,0.48,1,0,11.0,0,8.49,555,Mid-size
73533,23,Bachelors,Tier 2,5.38,0,2,4,1,2.61,0,0,13.5,1,3.78,547,Startup
73534,22,Masters,Tier 3,7.54,2,1,2,0,0.63,0,0,6.0,1,6.61,389,Mid-size
73535,32,Masters,Tier 2,6.59,0,5,5,1,1.24,0,0,21.5,0,8.19,552,Startup
73537,31,Bachelors,Tier 2,7.2,0,1,4,2,0.26,0,0,13.0,1,5.73,264,MNC
73539,27,Masters,Tier 1,7.74,0,4,1,1,2.82,1,0,12.5,1,9.0,347,Startup
73540,26,Bachelors,Tier 1,7.27,2,2,1,0,1.01,0,0,6.0,1,4.46,220,MNC
73541,34,Masters,Tier 2,8.16,2,3,2,1,0.84,0,0,11.5,0,9.95,554,Mid-size
73543,23,Bachelors,Tier 2,6.64,2,3,5,0,0.23,1,0,17.0,1,4.93,340,Startup
73544,31,Masters,Tier 3,7.6,1,1,5,2,2.54,0,0,15.0,1,3.02,295,Mid-size
73546,30,Bachelors,Tier 2,6.35,2,3,3,1,0.5,1,0,14.5,1,8.3,544,Startup
73547,31,Bachelors,Tier 3,6.88,0,4,5,0,1.56,0,0,18.0,0,7.54,457,Mid-size
73548,27,Masters,Tier 3,8.09,2,3,3,1,1.1,1,0,14.5,0,4.73,532,MNC
73549,23,Bachelors,Tier 3,7.34,0,6,3,1,1.29,0,0,19.5,1,9.49,274,Startup
73550,24,Masters,Tier 1,8.38,1,4,3,2,1.61,1,0,18.0,1,8.85,395,Mid-size
73551,34,Masters,Tier 1,7.19,0,2,4,0,0.39,0,0,12.0,1,4.88,339,Mid-size
73552,31,Masters,Tier 1,7.33,2,0,1,5,2.79,1,0,10.5,1,5.31,271,MNC
73554,24,Bachelors,Tier 3,7.49,1,4,1,2,0.25,2,0,15.0,1,7.5,444,Mid-size
73555,29,Bachelors,Tier 2,8.37,1,2,5,0,0.83,0,0,14.0,1,7.91,355,Startup
73556,32,Masters,Tier 1,7.91,0,2,3,2,1.26,2,0,15.0,1,5.77,347,Startup
73557,26,Bachelors,Tier 2,7.97,2,1,4,4,0.25,0,0,16.0,0,8.16,491,MNC
73558,22,Bachelors,Tier 1,8.14,1,2,4,0,3.6,0,0,12.0,1,9.94,679,Mid-size
73559,31,Bachelors,Tier 2,6.43,1,2,2,0,1.44,1,0,9.0,1,7.28,334,Mid-size
73560,21,Bachelors,Tier 3,6.88,2,2,3,2,0.66,0,0,13.0,1,7.54,519,Startup
73561,28,Masters,Tier 2,7.26,1,6,5,3,2.39,0,0,26.5,1,5.62,369,Startup
73562,31,Bachelors,Tier 2,8.92,2,1,5,0,2.84,0,0,12.0,1,3.07,728,Startup
73563,23,Bachelors,Tier 2,8.14,2,2,2,2,0.71,1,0,12.0,1,9.68,509,Startup
73565,34,Bachelors,Tier 2,6.85,3,1,2,2,1.44,1,0,10.0,1,7.87,613,Startup
73566,24,Bachelors,Tier 2,7.32,0,2,4,0,0.59,1,0,13.0,1,3.21,569,Startup
73569,29,PhD,Tier 1,6.77,3,2,4,3,1.37,0,0,16.5,1,6.98,546,MNC
73570,26,Masters,Tier 3,8.24,1,5,4,0,2.33,0,0,18.0,1,7.37,364,Startup
73571,26,Bachelors,Tier 3,7.48,1,1,4,2,2.71,1,0,14.0,0,9.43,373,MNC
73573,33,Bachelors,Tier 3,7.36,2,2,5,0,0.51,1,0,15.0,1,4.1,540,Startup
73574,34,Bachelors,Tier 1,7.91,0,2,2,2,0.21,0,0,11.0,0,9.26,407,Startup
73576,26,Masters,Tier 1,7.19,3,6,2,1,4.09,0,0,17.5,0,9.33,543,Startup
73578,22,Masters,Tier 2,7.89,1,2,5,0,0.74,2,0,16.0,0,8.46,384,Startup
73579,23,Bachelors,Tier 3,7.11,0,2,5,2,0.04,0,0,17.0,1,9.24,485,Startup
73581,34,Bachelors,Tier 2,9.13,2,3,4,1,0.09,0,0,15.5,0,7.49,566,Startup
73582,24,Bachelors,Tier 2,5.99,3,2,3,1,0.54,0,0,11.5,1,3.35,399,Mid-size
73583,31,Bachelors,Tier 1,6.94,0,1,1,1,2.82,0,0,5.5,1,4.48,227,MNC
73584,33,Masters,Tier 2,7.83,1,3,3,1,0.47,0,0,13.5,1,9.3,446,Startup
73585,33,Bachelors,Tier 1,6.57,2,2,3,2,2.64,0,0,13.0,1,8.77,463,MNC
73587,33,Bachelors,Tier 2,6.3,0,1,1,2,2.86,2,0,9.0,0,8.69,335,MNC
73589,32,Masters,Tier 2,7.75,1,0,4,1,0.13,0,0,9.5,1,6.93,353,MNC
73590,25,Bachelors,Tier 1,6.94,1,2,1,1,3.43,0,0,7.5,1,3.76,612,Mid-size
73591,32,Masters,Tier 2,6.44,2,1,5,0,0.48,0,0,12.0,0,5.79,184,Startup
73593,29,Bachelors,Tier 2,7.3,1,2,3,0,0.19,2,0,12.0,1,7.69,503,Startup
73594,34,Masters,Tier 1,6.91,0,6,1,0,0.39,0,0,14.0,1,7.6,660,Startup
73595,26,Masters,Tier 2,8.1,0,5,1,0,0.57,2,0,14.0,1,6.84,706,Startup
73598,29,Bachelors,Tier 3,9.08,3,3,5,1,1.1,0,0,17.5,1,4.12,560,Startup
73599,26,Bachelors,Tier 2,8.59,1,4,3,1,0.02,2,0,17.5,0,9.21,440,MNC
73600,33,PhD,Tier 3,9.42,0,5,1,1,1.59,1,0,14.5,1,9.31,333,MNC
73601,27,PhD,Tier 1,8.8,1,5,3,1,4.27,0,0,17.5,1,8.65,698,Mid-size
73603,26,Bachelors,Tier 1,7.75,1,1,3,0,0.75,1,0,9.0,1,8.88,430,Mid-size
73604,22,Bachelors,Tier 1,9.25,1,2,4,1,3.17,0,0,13.5,1,4.31,631,MNC
73606,26,Bachelors,Tier 2,6.59,1,6,2,1,2.08,1,0,18.5,1,8.14,467,MNC
73608,25,Bachelors,Tier 1,7.29,0,3,3,0,0.29,1,0,13.0,1,7.19,581,MNC
73609,24,Bachelors,Tier 2,7.21,1,4,5,2,1.43,0,0,21.0,0,4.76,487,Startup
73610,32,PhD,Tier 3,6.73,2,4,1,0,1.22,1,0,11.0,0,6.48,262,Mid-size
73611,26,Bachelors,Tier 2,6.06,0,4,3,2,0.38,0,0,17.0,1,5.69,489,Startup
73612,26,Bachelors,Tier 2,7.59,1,2,4,0,0.89,0,0,12.0,1,7.81,303,MNC
73613,28,Bachelors,Tier 3,7.3,2,1,5,3,0.02,1,0,17.5,0,6.42,441,Startup
73614,28,Bachelors,Tier 2,7.72,3,5,3,0,0.22,0,0,16.0,1,5.11,358,MNC
73615,30,Bachelors,Tier 2,8.99,0,6,1,3,0.82,0,0,18.5,1,9.37,402,Mid-size
73617,22,Masters,Tier 1,7.68,3,2,3,0,0.33,1,0,11.0,1,8.61,309,MNC
73619,21,Bachelors,Tier 1,6.77,1,2,3,1,3.61,0,0,11.5,1,9.19,520,Startup
73620,30,Masters,Tier 3,7.41,2,4,4,0,1.75,1,0,17.0,1,7.21,544,Startup
73621,27,Bachelors,Tier 2,6.37,1,5,1,1,0.25,1,0,14.5,1,4.04,315,Startup
73622,28,Bachelors,Tier 1,8.26,0,4,5,0,1.85,0,0,18.0,1,3.12,324,Mid-size
73623,23,Bachelors,Tier 1,7.67,0,0,2,1,0.24,1,0,6.5,0,8.08,420,MNC
73624,23,Masters,Tier 1,8.18,2,1,2,2,1.08,0,0,9.0,0,8.27,518,Startup
73625,27,Bachelors,Tier 2,8.35,0,1,2,1,0.02,0,0,7.5,0,9.48,282,Mid-size
73626,28,Bachelors,Tier 1,7.95,0,3,5,0,0.18,0,0,16.0,0,8.77,325,MNC
73627,34,Bachelors,Tier 1,7.43,0,3,2,0,3.68,0,0,10.0,1,7.48,582,Mid-size
73629,26,Bachelors,Tier 2,8.28,2,2,3,2,1.65,0,0,13.0,1,7.16,398,MNC
73630,28,Bachelors,Tier 2,6.57,1,2,3,2,0.29,1,0,14.0,1,6.04,469,Mid-size
73632,27,Bachelors,Tier 2,7.53,3,3,2,2,0.42,0,0,13.0,1,8.59,394,Startup
73633,32,Bachelors,Tier 1,7.05,1,3,1,1,0.13,0,0,9.5,1,4.05,238,Startup
73634,34,Bachelors,Tier 1,7.73,1,7,3,2,0.55,2,0,25.0,1,7.41,406,MNC
73635,25,Bachelors,Tier 3,7.94,2,4,1,2,4.01,1,0,14.0,1,7.28,585,Mid-size
73636,26,Bachelors,Tier 3,7.34,2,1,4,0,0.31,1,0,11.0,1,5.13,563,MNC
73638,27,Bachelors,Tier 1,8.1,2,2,5,0,0.83,0,0,14.0,0,3.82,379,Startup
73639,29,Bachelors,Tier 1,6.62,2,3,5,0,1.38,0,0,16.0,0,3.18,575,Mid-size
73640,27,Bachelors,Tier 2,7.48,2,3,1,0,1.03,0,0,8.0,0,3.09,328,Startup
73641,32,Bachelors,Tier 1,7.68,1,3,5,0,0.86,2,0,18.0,1,4.22,281,Startup
73642,31,Bachelors,Tier 3,9.32,0,5,3,1,3.59,0,0,17.5,1,9.07,323,Startup
73643,21,Bachelors,Tier 2,6.31,2,4,5,0,0.83,1,0,19.0,1,6.66,608,Startup
73644,25,Bachelors,Tier 1,8.63,0,4,1,1,0.01,1,0,12.5,1,3.82,368,MNC
73645,34,Masters,Tier 3,7.29,1,4,2,2,0.93,0,0,15.0,0,9.34,496,MNC
73646,31,Masters,Tier 1,7.56,2,1,4,3,0.58,0,0,14.5,1,6.98,467,Mid-size
73648,31,Masters,Tier 2,7.95,1,2,5,0,0.59,1,0,15.0,1,8.34,491,Mid-size
73649,31,Masters,Tier 3,7.16,0,4,3,2,0.06,1,0,18.0,1,6.31,522,MNC
73650,24,Bachelors,Tier 2,8.34,2,6,3,1,2.29,0,0,19.5,1,6.73,436,Startup
73651,33,Masters,Tier 2,6.9,2,2,4,2,1.1,0,0,15.0,1,7.29,292,Startup
73654,28,Bachelors,Tier 2,8.5,3,2,4,2,1.51,1,0,16.0,1,4.79,570,Startup
73655,27,PhD,Tier 3,7.34,1,5,5,3,0.29,1,0,25.5,0,7.35,449,MNC
73656,24,Masters,Tier 1,7.57,0,6,3,2,0.22,0,0,21.0,1,8.99,308,Startup
73657,33,Bachelors,Tier 2,7.52,1,1,2,0,1.76,0,0,6.0,0,5.32,302,Mid-size
73658,31,Bachelors,Tier 3,6.84,2,1,2,1,0.04,0,0,7.5,1,7.39,586,Startup
73659,23,Bachelors,Tier 2,7.57,0,1,4,0,0.17,0,0,10.0,1,9.92,548,Startup
73660,26,Masters,Tier 2,7.04,1,3,3,0,1.22,2,0,14.0,1,8.96,518,Startup
73661,28,Masters,Tier 3,7.2,2,2,5,0,1.45,0,0,14.0,0,8.45,275,Mid-size
73663,25,Masters,Tier 3,7.29,1,3,1,3,0.75,1,0,13.5,0,6.16,503,Startup
73664,30,Bachelors,Tier 3,7.36,2,4,4,0,0.36,0,0,16.0,1,6.4,475,Mid-size
73666,30,Bachelors,Tier 3,7.85,1,2,5,0,0.81,0,0,14.0,1,4.01,277,Startup
73667,32,Bachelors,Tier 3,7.68,1,3,1,0,0.65,0,0,8.0,0,9.03,311,MNC
73670,27,Bachelors,Tier 2,7.82,3,4,2,2,1.14,1,0,16.0,1,6.37,635,Mid-size
73671,28,Masters,Tier 3,6.84,0,4,4,0,4.51,0,0,16.0,1,4.76,498,MNC
73672,34,Masters,Tier 3,7.4,2,4,4,1,4.36,0,0,17.5,1,5.56,277,Startup
73673,22,Bachelors,Tier 2,7.5,1,3,4,0,0.19,0,0,14.0,0,5.33,274,MNC
73674,27,Bachelors,Tier 2,7.68,0,3,5,0,0.57,0,0,16.0,0,4.88,379,MNC
73677,22,Bachelors,Tier 3,8.1,1,3,2,0,0.33,0,0,10.0,1,6.33,506,MNC
73678,29,Masters,Tier 2,6.16,1,3,4,0,0.99,0,0,14.0,1,8.68,479,MNC
73679,25,Masters,Tier 3,7.64,0,3,5,2,1.19,0,0,19.0,0,5.16,334,MNC
73681,24,PhD,Tier 3,8.29,1,4,4,0,2.28,0,0,16.0,0,6.53,488,Mid-size
73682,30,PhD,Tier 1,7.75,1,3,1,0,0.38,0,0,8.0,0,3.34,534,MNC
73687,21,PhD,Tier 1,8.39,1,4,2,0,3.82,0,0,12.0,1,6.08,424,MNC
73688,22,Masters,Tier 2,7.46,0,1,2,1,0.21,1,0,8.5,0,5.79,456,MNC
73689,29,Masters,Tier 1,7.77,2,2,1,0,1.42,0,0,6.0,1,4.72,582,Mid-size
73691,25,Bachelors,Tier 3,7.52,2,2,1,0,0.08,1,0,7.0,1,4.32,565,MNC
73692,22,Bachelors,Tier 1,7.74,1,4,3,1,0.67,2,0,17.5,1,6.14,401,Startup
73693,24,Masters,Tier 2,7.68,1,5,3,0,2.26,1,0,17.0,1,5.86,391,Mid-size
73695,27,Masters,Tier 2,8.72,2,0,2,1,1.28,0,0,5.5,0,9.59,155,MNC
73696,25,Masters,Tier 2,6.9,2,4,3,0,0.53,0,0,14.0,0,4.3,469,Mid-size
73697,21,Bachelors,Tier 3,8.63,2,2,5,0,0.43,0,0,14.0,1,5.92,236,Startup
73698,23,PhD,Tier 3,7.64,2,2,2,1,2.08,0,0,9.5,1,6.94,534,Startup
73700,29,Masters,Tier 2,7.95,1,4,3,1,2.04,1,0,16.5,1,7.63,667,MNC
73701,21,Bachelors,Tier 3,7.68,1,2,3,1,3.83,2,0,13.5,0,4.88,496,Startup
73702,30,Bachelors,Tier 3,7.16,3,1,2,1,0.64,1,0,8.5,0,7.44,378,MNC
73704,25,Bachelors,Tier 1,7.12,0,3,3,4,0.38,0,0,18.0,1,3.88,365,MNC
73705,30,Masters,Tier 1,7.57,2,3,3,1,2.82,1,0,14.5,0,8.82,487,Mid-size
73707,23,Bachelors,Tier 3,7.77,2,0,4,1,0.57,1,0,10.5,0,5.78,378,Mid-size
73708,21,Masters,Tier 3,7.92,2,3,1,1,0.03,1,0,10.5,0,9.5,561,MNC
73709,26,Bachelors,Tier 1,7.65,0,4,5,1,4.15,0,0,19.5,0,7.97,364,MNC
73710,33,Bachelors,Tier 1,7.62,1,1,4,1,0.1,0,0,11.5,1,7.74,309,Startup
73711,32,Bachelors,Tier 3,6.85,1,2,2,0,1.04,1,0,9.0,0,4.36,483,Startup
73712,24,Bachelors,Tier 3,7.27,0,3,2,0,1.25,0,0,10.0,0,4.46,424,Startup
73714,26,Masters,Tier 2,8.14,2,1,2,0,2.7,2,0,8.0,0,7.57,376,Startup
73717,27,PhD,Tier 2,8.34,0,5,1,1,0.44,1,0,14.5,1,7.78,521,MNC
73718,23,Bachelors,Tier 3,8.57,1,3,5,0,1.06,0,0,16.0,1,8.42,530,Startup
73719,33,Bachelors,Tier 2,9.14,2,4,3,1,0.15,0,0,15.5,0,9.61,620,MNC
73721,29,Masters,Tier 1,6.97,2,2,4,1,1.02,1,0,14.5,0,4.81,562,Startup
73722,28,Masters,Tier 2,7.56,3,2,5,1,0.98,0,0,15.5,1,9.48,292,Mid-size
73723,23,Bachelors,Tier 3,6.79,1,5,2,2,0.16,0,0,17.0,0,8.01,509,MNC
73725,34,Bachelors,Tier 2,7.43,0,2,5,0,0.56,0,0,14.0,1,7.06,391,MNC
73728,23,Bachelors,Tier 2,7.1,1,5,5,0,1.54,0,0,20.0,0,3.5,520,Startup
73729,33,Bachelors,Tier 1,6.79,1,4,2,0,4.14,1,0,13.0,0,4.43,283,MNC
73732,29,PhD,Tier 3,6.59,2,4,3,0,3.29,0,0,14.0,1,3.62,622,Mid-size
73733,33,Bachelors,Tier 1,6.05,1,2,1,1,0.28,0,0,7.5,0,6.37,465,MNC
73734,32,PhD,Tier 2,7.68,0,3,4,1,0.91,0,0,15.5,1,7.96,658,MNC
73735,33,Masters,Tier 2,7.04,3,0,3,2,0.66,0,0,9.0,0,3.37,653,Startup
73738,22,Bachelors,Tier 1,7.32,0,4,2,1,2.24,1,0,14.5,0,6.64,555,MNC
73739,28,Bachelors,Tier 2,7.85,0,2,1,0,2.66,0,0,6.0,1,5.77,439,Mid-size
73741,21,Bachelors,Tier 1,7.87,2,3,1,1,0.14,0,0,9.5,1,5.35,383,Mid-size
73745,32,Bachelors,Tier 3,7.95,2,6,4,1,0.17,1,0,22.5,1,7.67,514,MNC
73747,31,Bachelors,Tier 1,7.76,2,3,1,1,0.12,0,0,9.5,1,8.69,485,Startup
73748,28,Bachelors,Tier 2,8.83,0,4,1,1,2.88,1,0,12.5,1,5.66,535,MNC
73749,27,PhD,Tier 1,7.21,3,2,1,1,0.98,0,0,7.5,1,7.42,475,Startup
73750,33,Masters,Tier 3,7.91,2,1,1,0,1.05,2,0,6.0,0,6.02,417,Mid-size
73752,25,Bachelors,Tier 2,8.22,0,4,3,0,0.09,0,0,14.0,1,4.75,460,Startup
73754,30,Bachelors,Tier 1,7.12,3,3,4,2,0.66,0,0,17.0,0,3.77,334,MNC
73755,33,Bachelors,Tier 3,7.48,1,2,5,0,0.2,1,0,15.0,1,5.71,451,MNC
73757,25,Bachelors,Tier 2,7.55,2,1,1,2,0.43,0,0,7.0,1,7.93,447,Mid-size
73759,31,Bachelors,Tier 2,7.37,2,4,4,0,0.6,0,0,16.0,1,7.66,517,Mid-size
73761,26,Masters,Tier 2,7.02,1,5,2,1,0.95,1,0,16.5,1,3.18,317,MNC
73762,22,Bachelors,Tier 1,7.17,1,6,4,3,1.64,0,0,24.5,0,6.54,286,MNC
73763,32,Bachelors,Tier 3,8.38,1,3,2,0,0.39,1,0,11.0,0,6.32,489,MNC
73764,21,Masters,Tier 2,7.9,1,3,1,3,1.27,0,0,12.5,1,7.69,353,MNC
73765,33,Bachelors,Tier 3,7.5,1,2,5,1,0.62,1,0,16.5,1,5.19,517,Mid-size
73767,21,Bachelors,Tier 1,7.64,1,5,2,1,3.77,0,0,15.5,0,8.06,462,Startup
73768,24,Bachelors,Tier 2,8.36,2,5,1,0,0.45,0,0,12.0,0,9.6,350,Startup
73769,32,Bachelors,Tier 1,8.11,1,2,1,0,1.98,2,0,8.0,0,5.76,304,Startup
73770,34,Masters,Tier 1,7.37,1,2,4,1,1.18,1,0,14.5,1,7.28,614,MNC
73771,25,Bachelors,Tier 2,7.04,3,3,3,1,2.72,0,0,13.5,1,6.81,390,MNC
73772,34,PhD,Tier 3,9.54,2,0,5,1,3.29,1,0,12.5,1,6.96,411,Startup
73773,25,Bachelors,Tier 3,7.58,2,4,1,0,3.08,1,0,11.0,0,9.07,599,Startup
73774,31,Masters,Tier 2,7.3,3,3,2,0,1.53,0,0,10.0,1,8.15,520,Mid-size
73775,21,Bachelors,Tier 1,7.1,1,2,5,0,0.39,1,0,15.0,0,8.39,512,Mid-size
73776,33,Masters,Tier 2,7.03,1,2,5,1,1.41,1,0,16.5,1,3.63,707,Startup
73778,31,Bachelors,Tier 1,8.2,2,3,4,0,2.15,0,0,14.0,1,7.64,381,Mid-size
73779,26,Bachelors,Tier 1,5.92,1,2,3,2,1.08,0,0,13.0,1,6.78,483,MNC
73780,23,Bachelors,Tier 3,7.6,2,0,4,3,1.88,0,0,12.5,1,8.42,400,MNC
73781,24,Masters,Tier 2,6.68,1,5,3,0,0.49,0,0,16.0,1,3.65,524,Startup
73782,25,Bachelors,Tier 3,7.9,2,1,2,0,0.35,0,0,6.0,1,6.97,620,Startup
73783,32,Bachelors,Tier 3,6.69,3,4,3,0,0.01,0,0,14.0,1,6.4,354,Startup
73784,33,Masters,Tier 3,8.0,1,5,1,1,0.54,0,0,13.5,0,8.98,279,Startup
73785,24,Bachelors,Tier 1,7.6,1,3,1,0,0.83,1,0,9.0,1,4.31,475,Startup
73786,24,Bachelors,Tier 3,7.97,1,4,2,1,0.4,0,0,13.5,1,5.44,472,Mid-size
73789,21,Bachelors,Tier 3,8.84,2,2,5,2,0.42,0,0,17.0,1,9.17,606,Startup
73790,22,Bachelors,Tier 2,6.78,1,0,1,1,0.77,1,0,4.5,0,7.69,505,Startup
73791,22,Bachelors,Tier 2,7.01,2,2,5,0,2.03,0,0,14.0,1,8.21,390,MNC
73792,22,Bachelors,Tier 2,8.04,1,6,4,0,0.68,1,0,21.0,1,3.65,328,MNC
73793,30,Bachelors,Tier 1,7.86,2,2,4,2,0.6,1,0,16.0,1,6.16,293,MNC
73794,21,Bachelors,Tier 1,8.0,2,3,4,1,1.18,1,0,16.5,0,8.87,393,Mid-size
73795,30,Bachelors,Tier 1,6.22,1,4,4,1,0.78,0,0,17.5,1,8.86,615,MNC
73797,28,Bachelors,Tier 1,8.5,1,4,1,1,1.04,1,0,12.5,1,6.68,353,MNC
73801,21,Masters,Tier 3,8.26,2,5,4,2,3.57,1,0,22.0,1,9.49,401,Mid-size
73803,30,Masters,Tier 1,8.71,1,1,4,0,0.07,0,0,10.0,1,4.48,379,MNC
73804,23,Bachelors,Tier 1,7.27,0,1,3,2,0.53,1,0,12.0,1,3.97,579,Mid-size
73806,28,Bachelors,Tier 2,7.24,1,1,2,0,1.92,1,0,7.0,1,3.98,433,MNC
73808,24,Bachelors,Tier 2,6.1,0,5,5,0,0.3,0,0,20.0,1,6.12,583,MNC
73811,33,Bachelors,Tier 1,7.27,3,6,5,2,0.67,0,0,25.0,0,5.03,482,MNC
73812,29,Bachelors,Tier 3,7.69,0,3,1,0,0.12,0,0,8.0,1,7.93,538,Mid-size
73815,28,Bachelors,Tier 1,7.95,1,1,4,2,0.72,0,0,13.0,1,7.54,454,Mid-size
73817,32,Masters,Tier 2,7.08,1,4,2,2,2.44,0,0,15.0,1,3.72,461,Startup
73818,21,Bachelors,Tier 2,7.41,2,6,3,0,0.92,1,0,19.0,1,6.75,455,MNC
73819,29,Bachelors,Tier 3,7.04,3,3,4,0,1.29,2,0,16.0,1,7.93,504,Mid-size
73821,24,Bachelors,Tier 2,7.69,1,2,2,2,0.54,0,0,11.0,0,6.06,489,Startup
73825,31,Bachelors,Tier 2,8.33,0,3,4,1,1.33,0,0,15.5,1,6.48,428,Startup
73826,24,Masters,Tier 2,6.71,0,6,1,1,0.86,2,0,17.5,1,8.98,467,Startup
73827,34,Masters,Tier 1,6.69,3,0,1,2,0.09,1,0,6.0,1,7.1,493,Startup
73830,22,Bachelors,Tier 1,6.47,0,5,5,0,0.68,0,0,20.0,1,7.37,621,Startup
73832,24,Masters,Tier 2,7.85,0,0,3,2,2.31,2,0,11.0,0,4.64,397,Startup
73835,28,Masters,Tier 2,8.61,1,5,2,1,0.53,1,0,16.5,0,3.32,443,MNC
73836,32,Masters,Tier 1,8.16,0,4,2,2,0.6,0,0,15.0,0,4.36,307,Startup
73837,30,Bachelors,Tier 3,6.78,2,1,1,0,0.51,1,0,5.0,1,5.42,267,MNC
73838,31,Bachelors,Tier 1,7.63,0,6,4,1,0.4,0,0,21.5,1,7.75,496,MNC
73839,22,Bachelors,Tier 2,7.3,1,3,1,1,2.84,1,0,10.5,1,8.89,508,Mid-size
73840,29,Bachelors,Tier 3,8.15,1,2,5,1,0.12,0,0,15.5,0,4.39,568,Startup
73841,29,Bachelors,Tier 2,6.3,1,5,1,0,1.8,0,0,12.0,1,4.73,425,Mid-size
73844,32,Masters,Tier 1,7.38,2,2,3,1,0.3,2,0,13.5,1,4.83,505,Mid-size
73847,33,Bachelors,Tier 2,7.36,1,0,1,2,1.73,0,0,5.0,0,8.8,569,Mid-size
73848,28,Bachelors,Tier 2,7.67,1,3,2,1,0.54,0,0,11.5,1,6.43,601,Mid-size
73851,23,Masters,Tier 2,8.57,0,1,3,2,0.61,0,0,11.0,1,7.76,481,Mid-size
73852,25,Masters,Tier 2,6.65,2,6,4,0,0.75,0,0,20.0,1,9.19,248,MNC
73853,25,Bachelors,Tier 3,8.34,0,6,4,1,0.53,1,0,22.5,1,7.84,530,Startup
73854,22,Bachelors,Tier 2,8.55,0,1,5,0,0.84,0,0,12.0,0,5.22,356,Startup
73855,25,Bachelors,Tier 1,8.65,1,4,1,0,0.92,0,0,10.0,0,7.89,414,Startup
73856,21,Masters,Tier 2,6.37,1,4,1,2,2.72,0,0,13.0,1,6.57,308,Mid-size
73857,31,Masters,Tier 1,7.38,2,1,3,0,0.7,0,0,8.0,0,8.98,369,MNC
73858,27,PhD,Tier 2,6.92,1,2,3,1,0.04,0,0,11.5,1,6.22,457,MNC
73859,34,Bachelors,Tier 2,8.51,0,1,3,1,1.28,0,0,9.5,0,4.66,668,Startup
73860,31,Masters,Tier 2,8.69,3,4,2,1,1.78,1,0,14.5,0,3.71,364,Mid-size
73861,27,Bachelors,Tier 3,8.03,2,3,2,0,1.79,0,0,10.0,0,4.97,345,MNC
73862,21,Masters,Tier 1,7.11,0,1,3,1,0.0,1,0,10.5,1,6.94,411,Mid-size
73863,23,Masters,Tier 3,7.47,2,1,4,0,1.54,0,0,10.0,1,4.19,440,Startup
73864,28,Bachelors,Tier 2,8.67,0,2,2,0,1.01,0,0,8.0,1,3.28,331,MNC
73866,31,Bachelors,Tier 2,7.61,1,3,4,1,0.39,1,0,16.5,1,5.43,220,Mid-size
73868,23,Masters,Tier 2,7.49,1,1,5,2,0.44,1,0,16.0,1,6.18,470,MNC
73869,34,PhD,Tier 2,6.87,0,3,1,3,0.94,1,0,13.5,1,8.36,366,Mid-size
73870,26,Masters,Tier 1,9.14,0,5,2,0,0.29,0,0,14.0,1,9.73,656,Startup
